numrooms,sqauremeters,levels_on_building,level,price,distrcit,microdistrict,street,builtyear,ceilinghight,seller,bathroomtype,repaired
2,42.0,4,2,31500000,бостандыкский,мкр коктем-1 21,nan,1970,2.8,Специалист,совмещенный,nan
1,33.0,4,2,21500000,ауэзовский,мкр №3,nan,1965,nan,Компания,совмещенный,nan
1,29.0,12,7,21500000,nan,nan,райымбека 210,2023,2.7,Хозяин недвижимости,nan,nan
4,141.0,9,2,153000000,бостандыкский,мкр алмагуль,nan,2021,3.0,Хозяин недвижимости,2 с/у и более,дргуой ремонт
3,73.0,nan,nan,60000000,медеуский,nan,валиханова 83 — угл.богенбай батыра,1973,2.7,Хозяин недвижимости,раздельный,nan
2,50.0,8,3,46000000,алмалинский,nan,панфилова 80,1975,2.8,Хозяин недвижимости,nan,nan
2,50.0,nan,3,66000000,бостандыкский,nan,розыбакиева — mega centre,2022,3.0,Специалист,nan,дргуой ремонт
4,191.0,3,1,320000000,медеуский,nan,оспанова 85/52,2018,3.0,Хозяин недвижимости,2 с/у и более,nan
2,45.0,16,11,42700000,бостандыкский,nan,манаса 109а,2019,3.0,Специалист,nan,черновая отделка
3,80.0,5,5,52900000,алмалинский,nan,ауэзова 32 — толе би,1980,nan,Хозяин недвижимости,раздельный,nan
3,70.0,5,5,40000000,ауэзовский,мкр тастак-1 — пр. раймбека уг ул отеген батыра,nan,1980,2.7,Хозяин недвижимости,раздельный,дргуой ремонт
3,135.2,22,7,209560000,бостандыкский,nan,аль-фараби 77/2,2015,2.8,Хозяин недвижимости,2 с/у и более,дргуой ремонт
3,69.0,16,2,57000000,бостандыкский,nan,родостовца 124 — сатпаева,2016,2.9,Хозяин недвижимости,совмещенный,nan
2,51.0,16,2,37000000,алмалинский,nan,райымбека 206/12 — байзакова,2019,2.7,Компания,совмещенный,nan
3,130.0,2,2,75000000,алмалинский,мкр тастак-2,nan,2012,2.8,Хозяин недвижимости,2 с/у и более,nan
2,74.0,13,4,48500000,ауэзовский,мкр сайран 17б,nan,2017,2.5,Хозяин недвижимости,совмещенный,nan
3,80.0,10,2,28500000,алатауский,мкр аккент,nan,2011,2.7,Компания,совмещенный,черновая отделка
1,34.0,10,2,22300000,наурызбайский,мкр шугыла,nan,2023,2.7,Хозяин недвижимости,совмещенный,дргуой ремонт
1,16.4,4,3,12800000,ауэзовский,мкр №9 61в — берегового-жандосова,nan,1971,2.7,Хозяин недвижимости,совмещенный,капитальный ремонт
4,88.0,5,1,49000000,алмалинский,мкр тастак-3,nan,1985,2.8,Хозяин недвижимости,раздельный,дргуой ремонт
2,47.1,14,11,48000000,алмалинский,nan,манаса 109а,2023,3.0,Хозяин недвижимости,совмещенный,черновая отделка
1,44.4,12,10,38900000,алмалинский,nan,торекулова 91,2023,2.7,Хозяин недвижимости,раздельный,свежий ремонт
3,73.5,9,4,45500000,алмалинский,nan,розыбакиева 19 — проспект райымбека,1992,2.9,Хозяин недвижимости,2 с/у и более,nan
2,77.0,3,1,67700000,бостандыкский,nan,какимбек салыков 42 — жулдыз,2022,3.0,Крыша Агент,совмещенный,nan
1,47.0,9,1,28000000,жетысуский,мкр кулагер 25,nan,2005,2.7,Крыша Агент,совмещенный,nan
2,52.0,5,2,40000000,алмалинский,nan,кожамкулова 110 — гоголя муратбаева набережная р.есентай,1977,2.8,Компания,раздельный,nan
1,40.0,12,9,26000000,наурызбайский,мкр шугыла,nan,2023,2.8,Крыша Агент,совмещенный,nan
3,96.0,4,3,75000000,бостандыкский,nan,арайлы 20/1,2023,nan,Компания,nan,nan
4,172.0,6,3,95000000,бостандыкский,мкр актобе,nan,2011,3.0,Компания,2 с/у и более,nan
3,107.0,9,8,81000000,бостандыкский,nan,аскарова асанбая,2015,3.0,Специалист,2 с/у и более,nan
2,44.0,9,7,35000000,жетысуский,nan,боткина 14,2023,nan,Крыша Агент,совмещенный,nan
2,84.0,3,2,25000000,наурызбайский,мкр таужолы,nan,2023,3.0,Специалист,nan,черновая отделка
1,42.0,16,2,31000000,ауэзовский,nan,мамыр-1 29,2015,3.2,Специалист,раздельный,nan
2,70.0,3,3,60000000,медеуский,мкр юбилейный,nan,2022,3.0,Специалист,nan,nan
6,288.0,16,14,200000000,nan,nan,масанчи 98а,2008,3.0,Специалист,nan,nan
3,90.0,9,7,53000000,алатауский,мкр акбулак,nan,2011,2.8,Компания,раздельный,nan
1,35.1,9,2,17700000,наурызбайский,мкр шугыла,nan,2023,2.65,Хозяин недвижимости,совмещенный,nan
1,30.0,3,2,15000000,алатауский,мкр ожет,nan,2019,nan,Специалист,совмещенный,черновая отделка
1,37.0,12,10,23500000,алатауский,мкр акбулак,nan,2020,2.7,Хозяин недвижимости,совмещенный,евроремонт
2,95.0,10,6,95000000,медеуский,nan,кабанбай батыра 15 — кабанбай батыра 15,2017,3.2,Специалист,2 с/у и более,дргуой ремонт
3,60.0,10,4,51000000,наурызбайский,nan,кенесары хана 54,2013,2.9,Хозяин недвижимости,nan,nan
3,68.0,5,3,45000000,ауэзовский,мкр №2 — жубанова - алтынсарина,nan,1987,2.8,Хозяин недвижимости,раздельный,капитальный ремонт
1,28.0,10,9,18900000,наурызбайский,мкр шугыла,nan,2021,2.7,Хозяин недвижимости,совмещенный,nan
2,43.0,5,3,29500000,бостандыкский,мкр казахфильм,nan,1976,nan,Специалист,nan,nan
3,114.2,21,14,120000000,бостандыкский,nan,аль-фараби — сейфуллина,2023,3.0,Хозяин недвижимости,2 с/у и более,черновая отделка
2,63.0,6,1,35000000,жетысуский,мкр кокжиек,nan,2010,2.7,Хозяин недвижимости,раздельный,nan
3,90.0,12,9,59999000,алмалинский,nan,жамбыла,2020,3.0,Специалист,2 с/у и более,nan
3,82.7,5,2,79000000,медеуский,nan,достык 111/4 — кажымукана,1985,2.7,Специалист,раздельный,хороший ремонт
4,140.0,16,15,87000000,бостандыкский,nan,абая 150/230 — тургута озала,2010,3.0,Специалист,2 с/у и более,nan
3,120.0,14,14,85000000,бостандыкский,мкр орбита-3,nan,2007,2.8,Хозяин недвижимости,2 с/у и более,nan
2,54.0,4,2,37900000,бостандыкский,nan,сатпаева — манаса,1970,2.67,Специалист,раздельный,nan
1,44.0,9,5,22000000,наурызбайский,мкр шугыла,nan,2019,2.7,Хозяин недвижимости,совмещенный,nan
4,165.0,9,4,125000000,бостандыкский,nan,шашкина 9в — аль-фараби,1997,2.8,Специалист,2 с/у и более,nan
2,64.4,9,9,51000000,бостандыкский,nan,арайлы 2/12к9,2019,3.5,Хозяин недвижимости,nan,дргуой ремонт
2,44.0,5,5,28500000,алмалинский,nan,жарокова 97 — абая/курмангазы,1974,nan,Хозяин недвижимости,nan,nan
2,71.9,16,13,66000000,бостандыкский,nan,сатпаева,2022,3.0,Хозяин недвижимости,2 с/у и более,дизайнерский ремонт
1,33.3,16,12,25800000,бостандыкский,nan,жандосова 94а,2023,2.7,Хозяин недвижимости,nan,дргуой ремонт
2,38.0,10,10,30000000,ауэзовский,мкр аксай-1 11/9 — раймбеков батыра-саина-толе би-момышулы,nan,2018,3.0,Хозяин недвижимости,совмещенный,евроремонт
2,85.0,7,4,93500000,медеуский,мкр горный гигант,nan,2017,nan,Хозяин недвижимости,совмещенный,nan
1,47.0,5,4,36000000,бостандыкский,nan,пчеловодная 19 — бухар жырау,1971,2.8,Специалист,совмещенный,nan
4,105.0,12,5,85000000,бостандыкский,nan,проспект аль-фараби,1991,2.8,Компания,раздельный,nan
2,58.48,10,10,64400000,алмалинский,nan,карасай батыра 119/95 — карасай батыра - шарипова,2022,3.0,Хозяин недвижимости,совмещенный,nan
2,61.0,9,6,41000000,ауэзовский,мкр жетысу-2 61 — смотрит на саина задняя часть дома,nan,1992,2.8,Хозяин недвижимости,раздельный,nan
3,93.4,9,8,50500000,алмалинский,мкр тастак-2,nan,2006,2.8,Хозяин недвижимости,2 с/у и более,nan
3,126.0,18,7,86000000,алмалинский,nan,брусиловского 167,2012,3.0,Хозяин недвижимости,2 с/у и более,nan
