numrooms,sqauremeters,level,price,distrcit,builtyear,ceilinghight,seller,bathroomtype,repaired
1,34.4,10,32000000,Бостандыкский,2021,2.8,Хозяин недвижимости,санузел совмещенный,0
2,73.1,9,45000000,Ауэзовский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
1,33.0,2,24500000,Бостандыкский,1975,2.7,Специалист,санузел совмещенный,0
3,74.0,1,52990000,Бостандыкский,1985,2.7,Специалист,санузел раздельный,0
1,30.0,2,26000000,Абая,1963,2.0,Хозяин недвижимости,санузел совмещенный,0
3,60.0,5,37500000,Бостандыкский,1976,2.7,Специалист,санузел раздельный,0
4,148.0,20,195500000,Медеуский,2016,3.2,Хозяин недвижимости,санузел совмещенный,1
3,122.0,4,115000000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
2,70.0,6,39000000,Наурызбайский,2012,2.8,Специалист,санузел раздельный,0
1,45.0,10,24500000,Алатауский,2019,2.75,Хозяин недвижимости,санузел совмещенный,0
1,30.0,4,18500000,Ауэзовский,1963,2.7,Специалист,санузел совмещенный,0
3,70.7,2,117000000,Алмалинский,1960,2.7,Специалист,санузел раздельный,0
3,65.0,2,35000000,Алатауский,2019,2.55,Хозяин недвижимости,санузел раздельный,0
4,126.0,3,115000000,Бостандыкский,2014,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
1,44.8,12,33500000,Алмалинский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
1,43.3,6,14500000,24-я,2024,2.75,Хозяин недвижимости,санузел совмещенный,0
2,37.1,1,17500000,Жетысуский,1978,2.6,Специалист,санузел совмещенный,0
1,32.0,1,22500000,Бостандыкский,1976,2.7,Специалист,санузел совмещенный,0
5,191.0,1,70000000,Бухтарминская,2006,2.7,Специалист,санузел раздельный,0
3,72.0,3,46500000,Ауэзовский,1995,2.7,Специалист,санузел раздельный,0
3,83.0,2,52000000,Наурызбайский,2013,2.9,Специалист,санузел совмещенный,1
2,35.8,2,27000000,Бостандыкский,1963,2.7,Специалист,санузел совмещенный,0
2,63.2,13,52500000,Бостандыкский,2023,3.0,Компания,санузел совмещенный,0
1,48.09,11,21000000,Бухтарминская,2023,3,Хозяин недвижимости,санузел совмещенный,0
2,46.0,2,45000000,Медеуский,1958,3.0,Специалист,санузел раздельный,0
3,61.0,3,39900000,Бостандыкский,1979,2.7,Специалист,санузел совмещенный,0
2,62.0,2,75000000,Алмалинский,1980,2.7,Специалист,санузел совмещенный,0
2,50.0,7,43000000,Алмалинский,1970,2.7,Специалист,санузел раздельный,-1
2,51.0,2,53000000,Медеуский,1974,2.7,Специалист,санузел раздельный,0
4,105.0,2,110000000,Медеуский,1970,2.7,Специалист,санузел раздельный,0
4,186.6,5,187000000,Медеуский,2004,3.0,Специалист,санузел 2 с/у и более,1
4,175.0,4,230000000,Алмалинский,1997,2.7,Специалист,санузел 2 с/у и более,0
4,200.0,5,200000000,Медеуский,2005,3.0,Специалист,санузел 2 с/у и более,0
2,58.0,8,24500000,Медеуский,2023,2.8,Хозяин недвижимости,санузел раздельный,0
2,54.0,4,43500000,Алмалинский,1988,2.7,Специалист,санузел раздельный,0
2,42.0,3,28000000,Алмалинский,1974,2.7,Специалист,санузел совмещенный,0
1,29.0,4,17500000,Бостандыкский,1961,2.7,Специалист,санузел совмещенный,0
3,120.0,4,180000000,Бостандыкский,2021,3.0,Хозяин недвижимости,санузел 2 с/у и более,1
2,53.0,2,28500000,Турксибский,1981,2.8,Хозяин недвижимости,санузел раздельный,0
3,60.5,1,39000000,Ауэзовский,1971,2.5,Хозяин недвижимости,санузел совмещенный,0
2,50.0,1,32500000,Бостандыкский,1961,2.7,Специалист,санузел совмещенный,1
3,60.5,5,30500000,Алмалинский,1982,2.7,Специалист,санузел раздельный,0
2,54.0,4,43500000,Алмалинский,1988,2.7,Специалист,санузел совмещенный,0
1,25.0,2,9990000,Жетысуский,2013,2.7,Специалист,санузел совмещенный,0
2,45.0,3,28500000,Бостандыкский,1971,2.7,Компания,санузел совмещенный,0
3,70.0,2,55000000,Бостандыкский,1981,2.8,Хозяин недвижимости,санузел раздельный,0
1,33.4,3,28000000,Бостандыкский,2016,2.7,Хозяин недвижимости,санузел совмещенный,0
3,58.5,3,31000000,Ауэзовский,1968,2.7,Компания,санузел совмещенный,0
2,41.0,9,30000000,Алатауский,2011,2.7,Хозяин недвижимости,санузел совмещенный,0
3,70.0,9,44500000,Алмалинский,1985,2.7,Специалист,санузел раздельный,0
3,67.0,4,49500000,Алмалинский,1980,2.8,Специалист,санузел раздельный,1
3,82.0,10,46000000,Алатауский,2016,2.7,Специалист,санузел совмещенный,1
3,60.0,5,28500000,Жетысуский,1970,2.7,Компания,санузел раздельный,0
2,60.9,5,40000000,Бостандыкский,1989,2.8,Хозяин недвижимости,санузел раздельный,0
3,118.3,7,160000000,Бостандыкский,2021,3.0,Хозяин недвижимости,санузел 2 с/у и более,1
3,68.0,3,41000000,Бостандыкский,1983,2.7,Специалист,санузел совмещенный,0
2,54.0,1,44000000,Бостандыкский,2019,2.95,Специалист,санузел совмещенный,0
2,60.0,8,51000000,Бостандыкский,2016,2.8,Специалист,санузел совмещенный,0
1,28.0,9,17500000,Наурызбайский,2021,2.7,Хозяин недвижимости,санузел совмещенный,1
1,34.0,1,13500000,Титова,1962,2.7,Хозяин недвижимости,санузел совмещенный,0
3,65.0,2,37000000,Алмалинский,2024,2.8,Хозяин недвижимости,санузел совмещенный,0
1,52.0,2,44900000,Медеуский,2020,2.8,Хозяин недвижимости,санузел совмещенный,0
2,71.0,3,79000000,Медеуский,2004,3.0,Хозяин недвижимости,санузел совмещенный,0
1,33.0,5,18600000,Жетысуский,1985,2.7,Хозяин недвижимости,санузел совмещенный,0
1,35.0,2,19000000,Алатауский,2019,2.8,Специалист,санузел совмещенный,0
1,39.0,6,33000000,Бостандыкский,2019,2.74,Специалист,санузел совмещенный,0
2,70.0,9,29000000,Алатауский,2014,2.7,Компания,санузел раздельный,0
3,83.0,3,67500000,Алмалинский,1978,2.7,Хозяин недвижимости,санузел раздельный,1
3,65.0,5,52000000,Бостандыкский,1992,2.7,Специалист,санузел раздельный,0
2,46.0,10,46500000,Бостандыкский,2024,3.0,Специалист,санузел совмещенный,-1
